week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2026-32,-1.0259035695964738,1.0,,1.0,1.0
2026-33,0.18046483411230005,0.6011769435538213,0.04999999999999999,0.5859465277082315,7.0
2026-35,-0.11517090063073987,0.7364827294579271,0.35,0.21213203435596423,4.0
